20141110,07:49:55,SIN RESPUESTA DE ESTACION #1
20141110,07:50:02,1,14.8,839,1080,75,
20141110,07:50:12,1,14.9,839,1082,75,
20141110,07:50:22,1,14.9,839,1085,75,
20141110,07:50:32,1,14.9,839,1087,75,
20141110,07:50:42,1,14.9,839,1085,75,
20141110,07:50:52,1,14.9,839,1087,75,
20141110,07:51:02,1,14.8,839,1089,75,
20141110,07:51:12,1,14.8,839,1088,75,
20141110,07:51:22,1,14.8,839,1090,75,
20141110,07:51:32,1,14.8,839,1090,75,
20141110,07:51:42,1,14.9,839,1092,75,
20141110,07:51:52,1,14.9,839,1092,75,
20141110,07:52:02,1,14.9,839,1093,75,
20141110,07:52:12,1,14.9,839,1094,75,
20141110,07:52:22,1,14.9,839,1096,75,
20141110,07:52:32,1,15.1,839,1096,75,
20141110,07:52:42,1,15.1,839,1095,75,
20141110,07:52:52,1,15.1,839,1095,75,
20141110,07:53:02,1,15.1,839,1096,75,
20141110,07:53:12,1,15.1,839,1097,75,
20141110,07:53:22,1,15.0,839,1099,75,
20141110,07:53:32,1,15.0,839,1101,75,
20141110,07:53:42,1,15.0,839,1101,75,
20141110,07:53:52,1,14.9,839,1102,74,
20141110,07:54:02,1,14.9,839,1103,74,
20141110,07:54:12,1,14.9,839,1105,74,
20141110,07:54:22,1,14.9,839,1106,74,
20141110,07:54:32,1,14.9,839,1109,74,
20141110,07:54:42,1,14.9,839,1110,74,
20141110,07:54:52,1,14.9,839,1111,74,
20141110,07:55:02,1,14.9,839,1113,74,
20141110,07:55:12,1,15.0,839,1112,74,
20141110,07:55:22,1,15.0,839,1112,74,
20141110,07:55:32,1,15.0,839,1112,74,
20141110,07:55:42,1,15.0,839,1113,74,
20141110,07:55:52,1,15.0,839,1112,74,
20141110,07:56:02,1,15.1,839,1112,74,
20141110,07:56:12,1,15.1,839,1110,74,
20141110,07:56:22,1,15.1,839,1110,74,
20141110,07:56:32,1,15.1,839,1110,74,
20141110,07:56:42,1,15.1,839,1109,74,
20141110,07:56:52,1,15.1,839,1109,74,
20141110,07:57:02,1,15.1,839,1108,74,
20141110,07:57:12,1,15.1,839,1106,74,
20141110,07:57:22,1,15.1,839,1108,74,
20141110,07:57:32,1,15.0,839,1108,74,
20141110,07:57:42,1,15.0,839,1107,74,
20141110,07:57:52,1,15.0,839,1107,74,
20141110,07:58:02,1,15.1,839,1107,74,
20141110,07:58:12,1,15.1,839,1107,74,
20141110,07:58:22,1,15.1,839,1110,74,
20141110,07:58:32,1,15.1,839,1112,74,
20141110,07:58:42,1,15.1,839,1113,74,
20141110,07:58:52,1,15.2,839,1115,74,
20141110,07:59:02,1,15.2,839,1115,74,
20141110,07:59:12,1,15.2,839,1115,74,
20141110,07:59:22,1,15.2,839,1116,74,
20141110,07:59:32,1,15.2,839,1116,74,
20141110,07:59:42,1,15.2,839,1118,74,
20141110,07:59:52,1,15.1,839,1118,74,
20141110,08:00:02,1,15.2,839,1120,74,
20141110,08:00:12,1,15.1,839,1121,74,
20141110,08:00:22,1,15.1,839,1121,74,
20141110,08:00:32,1,15.1,839,1122,74,
20141110,08:00:42,1,15.1,839,1122,74,
20141110,08:00:52,1,15.1,839,1122,74,
20141110,08:01:02,1,15.1,839,1121,74,
20141110,08:01:12,1,15.1,839,1118,74,
20141110,08:01:22,1,15.1,839,1120,74,
20141110,08:01:32,1,15.1,839,1121,74,
20141110,08:01:42,1,15.1,839,1123,74,
20141110,08:01:52,1,15.2,839,1124,74,
20141110,08:02:02,1,15.2,839,1125,74,
20141110,08:02:12,1,15.2,839,1125,74,
20141110,08:02:22,1,15.3,839,1124,74,
20141110,08:02:32,1,15.3,839,1124,74,
20141110,08:02:42,1,15.2,839,1125,74,
20141110,08:02:52,1,15.3,839,1123,74,
20141110,08:03:02,1,15.3,839,1123,74,
20141110,08:03:12,1,15.3,839,1122,74,
20141110,08:03:22,1,15.4,839,1123,74,
20141110,08:03:32,1,15.4,839,1125,74,
20141110,08:03:42,1,15.4,839,1125,74,
20141110,08:03:52,1,15.4,839,1125,74,
20141110,08:04:02,1,15.4,839,1125,74,
20141110,08:04:12,1,15.4,839,1123,74,
20141110,08:04:22,1,15.4,839,1124,74,
20141110,08:04:32,1,15.4,839,1123,73,
20141110,08:04:42,1,15.4,839,1124,73,
20141110,08:04:52,1,15.4,839,1125,73,
20141110,08:05:02,1,15.4,839,1125,73,
20141110,08:05:12,1,15.4,839,1124,73,
20141110,08:05:22,1,15.3,839,1124,73,
20141110,08:05:32,1,15.3,839,1124,74,
20141110,08:05:42,1,15.3,839,1125,74,
20141110,08:05:52,1,15.3,839,1129,73,
20141110,08:06:02,1,15.3,839,1130,74,
20141110,08:06:12,1,15.3,839,1130,73,
20141110,08:06:22,1,15.2,839,1130,73,
20141110,08:06:32,1,15.2,839,1131,73,
20141110,08:06:42,1,15.2,839,1131,74,
20141110,08:06:52,1,15.2,839,1133,74,
20141110,08:07:02,1,15.2,839,1132,74,
20141110,08:07:12,1,15.1,839,1132,74,
20141110,08:07:22,1,15.1,839,1130,74,
20141110,08:07:32,1,15.1,839,1130,74,
20141110,08:07:42,1,15.1,839,1130,74,
20141110,08:07:52,1,15.0,839,1129,74,
20141110,08:08:02,1,15.0,839,1128,74,
20141110,08:08:12,1,15.0,839,1127,74,
20141110,08:08:22,1,15.1,839,1126,74,
20141110,08:08:32,1,15.1,839,1127,74,
20141110,08:08:42,1,15.1,839,1128,74,
20141110,08:08:52,1,15.1,839,1127,74,
20141110,08:09:02,1,15.1,839,1125,74,
20141110,08:09:12,1,15.1,839,1126,74,
20141110,08:09:22,1,15.0,839,1127,74,
20141110,08:09:32,1,15.1,839,1127,74,
20141110,08:09:42,1,15.1,839,1127,74,
20141110,08:09:52,1,15.1,839,1128,74,
20141110,08:10:02,1,15.1,839,1127,74,
20141110,08:10:12,1,15.1,839,1127,74,
20141110,08:10:22,1,15.1,839,1125,74,
20141110,08:10:32,1,15.1,839,1126,74,
20141110,08:10:42,1,15.2,839,1127,74,
20141110,08:10:52,1,15.1,839,1128,74,
20141110,08:11:02,1,15.1,839,1129,74,
20141110,08:11:12,1,15.2,839,1129,74,
20141110,08:11:22,1,15.2,839,1130,74,
20141110,08:11:32,1,15.2,839,1129,74,
20141110,08:11:42,1,15.2,839,1127,74,
20141110,08:11:52,1,15.2,839,1129,74,
20141110,08:12:02,1,15.3,839,1130,74,
20141110,08:12:12,1,15.3,839,1129,74,
20141110,08:12:22,1,15.3,839,1129,74,
20141110,08:12:32,1,15.3,839,1131,74,
20141110,08:12:42,1,15.3,839,1131,74,
20141110,08:12:52,1,15.3,839,1132,74,
